DBGDIDR : MRC{<c>}{<q>} 1110, {#}000, <Rt>, 0000, 0000{, {#}000}
ADDR=0x21012 NAME=TRCVIIECTLR PAR=#0x2,#0x1,c0,c1,#0x2 : MRS <Xt>, TRCVIIECTLR
ADDR=0x21012 NAME=TRCVIIECTLR PAR=#0x2,#0x1,c0,c1,#0x2 : MSR TRCVIIECTLR, <Xt>
ADDR=0x21016 NAME=TRCIDR9 PAR=#0x2,#0x1,c0,c1,#0x6 : MRS <Xt>, TRCIDR9
ADDR=0x21021 NAME=TRCITEEDCR PAR=#0x2,#0x1,c0,c2,#0x1 : MRS <Xt>, TRCITEEDCR
ADDR=0x21021 NAME=TRCITEEDCR PAR=#0x2,#0x1,c0,c2,#0x1 : MSR TRCITEEDCR, <Xt>
ADDR=0x21022 NAME=TRCVISSCTLR PAR=#0x2,#0x1,c0,c2,#0x2 : MRS <Xt>, TRCVISSCTLR
ADDR=0x21022 NAME=TRCVISSCTLR PAR=#0x2,#0x1,c0,c2,#0x2 : MSR TRCVISSCTLR, <Xt>
ADDR=0x21026 NAME=TRCIDR10 PAR=#0x2,#0x1,c0,c2,#0x6 : MRS <Xt>, TRCIDR10
ADDR=0x21030 NAME=TRCSTATR PAR=#0x2,#0x1,c0,c3,#0x0 : MRS <Xt>, TRCSTATR
ADDR=0x21032 NAME=TRCVIPCSSCTLR PAR=#0x2,#0x1,c0,c3,#0x2 : MRS <Xt>, TRCVIPCSSCTLR
ADDR=0x21032 NAME=TRCVIPCSSCTLR PAR=#0x2,#0x1,c0,c3,#0x2 : MSR TRCVIPCSSCTLR, <Xt>
ADDR=0x21036 NAME=TRCIDR11 PAR=#0x2,#0x1,c0,c3,#0x6 : MRS <Xt>, TRCIDR11
ADDR=0x21004 NAME=TRCSEQEVR0 PAR=#0x2,#0x1,c0,c0,#0x4 : MRS <Xt>, TRCSEQEVR0
ADDR=0x21014 NAME=TRCSEQEVR1 PAR=#0x2,#0x1,c0,c1,#0x4 : MRS <Xt>, TRCSEQEVR1
ADDR=0x21024 NAME=TRCSEQEVR2 PAR=#0x2,#0x1,c0,c2,#0x4 : MRS <Xt>, TRCSEQEVR2
ADDR=0x21004 NAME=TRCSEQEVR0 PAR=#0x2,#0x1,c0,c0,#0x4 : MSR TRCSEQEVR0, <Xt>
ADDR=0x21014 NAME=TRCSEQEVR1 PAR=#0x2,#0x1,c0,c1,#0x4 : MSR TRCSEQEVR1, <Xt>
ADDR=0x21024 NAME=TRCSEQEVR2 PAR=#0x2,#0x1,c0,c2,#0x4 : MSR TRCSEQEVR2, <Xt>
ADDR=0x21005 NAME=TRCCNTRLDVR0 PAR=#0x2,#0x1,c0,c0,#0x5 : MRS <Xt>, TRCCNTRLDVR0
ADDR=0x21015 NAME=TRCCNTRLDVR1 PAR=#0x2,#0x1,c0,c1,#0x5 : MRS <Xt>, TRCCNTRLDVR1
ADDR=0x21025 NAME=TRCCNTRLDVR2 PAR=#0x2,#0x1,c0,c2,#0x5 : MRS <Xt>, TRCCNTRLDVR2
ADDR=0x21035 NAME=TRCCNTRLDVR3 PAR=#0x2,#0x1,c0,c3,#0x5 : MRS <Xt>, TRCCNTRLDVR3
ADDR=0x21005 NAME=TRCCNTRLDVR0 PAR=#0x2,#0x1,c0,c0,#0x5 : MSR TRCCNTRLDVR0, <Xt>
ADDR=0x21015 NAME=TRCCNTRLDVR1 PAR=#0x2,#0x1,c0,c1,#0x5 : MSR TRCCNTRLDVR1, <Xt>
ADDR=0x21025 NAME=TRCCNTRLDVR2 PAR=#0x2,#0x1,c0,c2,#0x5 : MSR TRCCNTRLDVR2, <Xt>
ADDR=0x21035 NAME=TRCCNTRLDVR3 PAR=#0x2,#0x1,c0,c3,#0x5 : MSR TRCCNTRLDVR3, <Xt>
ADDR=0x21040 NAME=TRCCONFIGR PAR=#0x2,#0x1,c0,c4,#0x0 : MRS <Xt>, TRCCONFIGR
ADDR=0x21040 NAME=TRCCONFIGR PAR=#0x2,#0x1,c0,c4,#0x0 : MSR TRCCONFIGR, <Xt>
ADDR=0x21046 NAME=TRCIDR12 PAR=#0x2,#0x1,c0,c4,#0x6 : MRS <Xt>, TRCIDR12
ADDR=0x21056 NAME=TRCIDR13 PAR=#0x2,#0x1,c0,c5,#0x6 : MRS <Xt>, TRCIDR13
ADDR=0x21060 NAME=TRCAUXCTLR PAR=#0x2,#0x1,c0,c6,#0x0 : MRS <Xt>, TRCAUXCTLR
ADDR=0x21060 NAME=TRCAUXCTLR PAR=#0x2,#0x1,c0,c6,#0x0 : MSR TRCAUXCTLR, <Xt>
ADDR=0x21064 NAME=TRCSEQRSTEVR PAR=#0x2,#0x1,c0,c6,#0x4 : MRS <Xt>, TRCSEQRSTEVR
ADDR=0x21064 NAME=TRCSEQRSTEVR PAR=#0x2,#0x1,c0,c6,#0x4 : MSR TRCSEQRSTEVR, <Xt>
ADDR=0x21074 NAME=TRCSEQSTR PAR=#0x2,#0x1,c0,c7,#0x4 : MRS <Xt>, TRCSEQSTR
ADDR=0x21074 NAME=TRCSEQSTR PAR=#0x2,#0x1,c0,c7,#0x4 : MSR TRCSEQSTR, <Xt>
ADDR=0x21045 NAME=TRCCNTCTLR0 PAR=#0x2,#0x1,c0,c4,#0x5 : MRS <Xt>, TRCCNTCTLR0
ADDR=0x21055 NAME=TRCCNTCTLR1 PAR=#0x2,#0x1,c0,c5,#0x5 : MRS <Xt>, TRCCNTCTLR1
ADDR=0x21065 NAME=TRCCNTCTLR2 PAR=#0x2,#0x1,c0,c6,#0x5 : MRS <Xt>, TRCCNTCTLR2
ADDR=0x21075 NAME=TRCCNTCTLR3 PAR=#0x2,#0x1,c0,c7,#0x5 : MRS <Xt>, TRCCNTCTLR3
ADDR=0x21045 NAME=TRCCNTCTLR0 PAR=#0x2,#0x1,c0,c4,#0x5 : MSR TRCCNTCTLR0, <Xt>
ADDR=0x21055 NAME=TRCCNTCTLR1 PAR=#0x2,#0x1,c0,c5,#0x5 : MSR TRCCNTCTLR1, <Xt>
ADDR=0x21065 NAME=TRCCNTCTLR2 PAR=#0x2,#0x1,c0,c6,#0x5 : MSR TRCCNTCTLR2, <Xt>
ADDR=0x21075 NAME=TRCCNTCTLR3 PAR=#0x2,#0x1,c0,c7,#0x5 : MSR TRCCNTCTLR3, <Xt>
ADDR=0x21017 NAME=TRCIMSPEC1 PAR=#0x2,#0x1,c0,c1,#0x7 : MRS <Xt>, TRCIMSPEC1
ADDR=0x21027 NAME=TRCIMSPEC2 PAR=#0x2,#0x1,c0,c2,#0x7 : MRS <Xt>, TRCIMSPEC2
ADDR=0x21037 NAME=TRCIMSPEC3 PAR=#0x2,#0x1,c0,c3,#0x7 : MRS <Xt>, TRCIMSPEC3
ADDR=0x21047 NAME=TRCIMSPEC4 PAR=#0x2,#0x1,c0,c4,#0x7 : MRS <Xt>, TRCIMSPEC4
ADDR=0x21057 NAME=TRCIMSPEC5 PAR=#0x2,#0x1,c0,c5,#0x7 : MRS <Xt>, TRCIMSPEC5
ADDR=0x21067 NAME=TRCIMSPEC6 PAR=#0x2,#0x1,c0,c6,#0x7 : MRS <Xt>, TRCIMSPEC6
ADDR=0x21077 NAME=TRCIMSPEC7 PAR=#0x2,#0x1,c0,c7,#0x7 : MRS <Xt>, TRCIMSPEC7
ADDR=0x21017 NAME=TRCIMSPEC1 PAR=#0x2,#0x1,c0,c1,#0x7 : MSR TRCIMSPEC1, <Xt>
ADDR=0x21027 NAME=TRCIMSPEC2 PAR=#0x2,#0x1,c0,c2,#0x7 : MSR TRCIMSPEC2, <Xt>
ADDR=0x21037 NAME=TRCIMSPEC3 PAR=#0x2,#0x1,c0,c3,#0x7 : MSR TRCIMSPEC3, <Xt>
ADDR=0x21047 NAME=TRCIMSPEC4 PAR=#0x2,#0x1,c0,c4,#0x7 : MSR TRCIMSPEC4, <Xt>
ADDR=0x21057 NAME=TRCIMSPEC5 PAR=#0x2,#0x1,c0,c5,#0x7 : MSR TRCIMSPEC5, <Xt>
ADDR=0x21067 NAME=TRCIMSPEC6 PAR=#0x2,#0x1,c0,c6,#0x7 : MSR TRCIMSPEC6, <Xt>
ADDR=0x21077 NAME=TRCIMSPEC7 PAR=#0x2,#0x1,c0,c7,#0x7 : MSR TRCIMSPEC7, <Xt>
ADDR=0x21080 NAME=TRCEVENTCTL0R PAR=#0x2,#0x1,c0,c8,#0x0 : MRS <Xt>, TRCEVENTCTL0R
ADDR=0x21080 NAME=TRCEVENTCTL0R PAR=#0x2,#0x1,c0,c8,#0x0 : MSR TRCEVENTCTL0R, <Xt>
ADDR=0x21087 NAME=TRCIDR0 PAR=#0x2,#0x1,c0,c8,#0x7 : MRS <Xt>, TRCIDR0
ADDR=0x21090 NAME=TRCEVENTCTL1R PAR=#0x2,#0x1,c0,c9,#0x0 : MRS <Xt>, TRCEVENTCTL1R
ADDR=0x21090 NAME=TRCEVENTCTL1R PAR=#0x2,#0x1,c0,c9,#0x0 : MSR TRCEVENTCTL1R, <Xt>
ADDR=0x21097 NAME=TRCIDR1 PAR=#0x2,#0x1,c0,c9,#0x7 : MRS <Xt>, TRCIDR1
ADDR=0x210a0 NAME=TRCRSR PAR=#0x2,#0x1,c0,ca,#0x0 : MRS <Xt>, TRCRSR
ADDR=0x210a0 NAME=TRCRSR PAR=#0x2,#0x1,c0,ca,#0x0 : MSR TRCRSR, <Xt>
ADDR=0x210a7 NAME=TRCIDR2 PAR=#0x2,#0x1,c0,ca,#0x7 : MRS <Xt>, TRCIDR2
ADDR=0x210b0 NAME=TRCSTALLCTLR PAR=#0x2,#0x1,c0,cb,#0x0 : MRS <Xt>, TRCSTALLCTLR
ADDR=0x210b0 NAME=TRCSTALLCTLR PAR=#0x2,#0x1,c0,cb,#0x0 : MSR TRCSTALLCTLR, <Xt>
ADDR=0x210b7 NAME=TRCIDR3 PAR=#0x2,#0x1,c0,cb,#0x7 : MRS <Xt>, TRCIDR3
ADDR=0x21084 NAME=TRCEXTINSELR0 PAR=#0x2,#0x1,c0,c8,#0x4 : MRS <Xt>, TRCEXTINSELR0
ADDR=0x21094 NAME=TRCEXTINSELR1 PAR=#0x2,#0x1,c0,c9,#0x4 : MRS <Xt>, TRCEXTINSELR1
ADDR=0x210a4 NAME=TRCEXTINSELR2 PAR=#0x2,#0x1,c0,ca,#0x4 : MRS <Xt>, TRCEXTINSELR2
ADDR=0x210b4 NAME=TRCEXTINSELR3 PAR=#0x2,#0x1,c0,cb,#0x4 : MRS <Xt>, TRCEXTINSELR3
ADDR=0x21084 NAME=TRCEXTINSELR0 PAR=#0x2,#0x1,c0,c8,#0x4 : MSR TRCEXTINSELR0, <Xt>
ADDR=0x21094 NAME=TRCEXTINSELR1 PAR=#0x2,#0x1,c0,c9,#0x4 : MSR TRCEXTINSELR1, <Xt>
ADDR=0x210a4 NAME=TRCEXTINSELR2 PAR=#0x2,#0x1,c0,ca,#0x4 : MSR TRCEXTINSELR2, <Xt>
ADDR=0x210b4 NAME=TRCEXTINSELR3 PAR=#0x2,#0x1,c0,cb,#0x4 : MSR TRCEXTINSELR3, <Xt>
ADDR=0x21085 NAME=TRCCNTVR0 PAR=#0x2,#0x1,c0,c8,#0x5 : MRS <Xt>, TRCCNTVR0
ADDR=0x21095 NAME=TRCCNTVR1 PAR=#0x2,#0x1,c0,c9,#0x5 : MRS <Xt>, TRCCNTVR1
ADDR=0x210a5 NAME=TRCCNTVR2 PAR=#0x2,#0x1,c0,ca,#0x5 : MRS <Xt>, TRCCNTVR2
ADDR=0x210b5 NAME=TRCCNTVR3 PAR=#0x2,#0x1,c0,cb,#0x5 : MRS <Xt>, TRCCNTVR3
ADDR=0x21085 NAME=TRCCNTVR0 PAR=#0x2,#0x1,c0,c8,#0x5 : MSR TRCCNTVR0, <Xt>
ADDR=0x21095 NAME=TRCCNTVR1 PAR=#0x2,#0x1,c0,c9,#0x5 : MSR TRCCNTVR1, <Xt>
ADDR=0x210a5 NAME=TRCCNTVR2 PAR=#0x2,#0x1,c0,ca,#0x5 : MSR TRCCNTVR2, <Xt>
ADDR=0x210b5 NAME=TRCCNTVR3 PAR=#0x2,#0x1,c0,cb,#0x5 : MSR TRCCNTVR3, <Xt>
ADDR=0x210c0 NAME=TRCTSCTLR PAR=#0x2,#0x1,c0,cc,#0x0 : MRS <Xt>, TRCTSCTLR
ADDR=0x210c0 NAME=TRCTSCTLR PAR=#0x2,#0x1,c0,cc,#0x0 : MSR TRCTSCTLR, <Xt>
ADDR=0x210c7 NAME=TRCIDR4 PAR=#0x2,#0x1,c0,cc,#0x7 : MRS <Xt>, TRCIDR4
ADDR=0x210d0 NAME=TRCSYNCPR PAR=#0x2,#0x1,c0,cd,#0x0 : MRS <Xt>, TRCSYNCPR
ADDR=0x210d0 NAME=TRCSYNCPR PAR=#0x2,#0x1,c0,cd,#0x0 : MSR TRCSYNCPR, <Xt>
ADDR=0x210d7 NAME=TRCIDR5 PAR=#0x2,#0x1,c0,cd,#0x7 : MRS <Xt>, TRCIDR5
ADDR=0x210e0 NAME=TRCCCCTLR PAR=#0x2,#0x1,c0,ce,#0x0 : MRS <Xt>, TRCCCCTLR
ADDR=0x210e0 NAME=TRCCCCTLR PAR=#0x2,#0x1,c0,ce,#0x0 : MSR TRCCCCTLR, <Xt>
ADDR=0x210e7 NAME=TRCIDR6 PAR=#0x2,#0x1,c0,ce,#0x7 : MRS <Xt>, TRCIDR6
ADDR=0x210f0 NAME=TRCBBCTLR PAR=#0x2,#0x1,c0,cf,#0x0 : MRS <Xt>, TRCBBCTLR
ADDR=0x210f0 NAME=TRCBBCTLR PAR=#0x2,#0x1,c0,cf,#0x0 : MSR TRCBBCTLR, <Xt>
ADDR=0x210f7 NAME=TRCIDR7 PAR=#0x2,#0x1,c0,cf,#0x7 : MRS <Xt>, TRCIDR7
ADDR=0x21114 NAME=TRCOSLSR PAR=#0x2,#0x1,c1,c1,#0x4 : MRS <Xt>, TRCOSLSR
ADDR=0x21102 NAME=TRCSSCCR0 PAR=#0x2,#0x1,c1,c0,#0x2 : MRS <Xt>, TRCSSCCR0
ADDR=0x21112 NAME=TRCSSCCR1 PAR=#0x2,#0x1,c1,c1,#0x2 : MRS <Xt>, TRCSSCCR1
ADDR=0x21122 NAME=TRCSSCCR2 PAR=#0x2,#0x1,c1,c2,#0x2 : MRS <Xt>, TRCSSCCR2
ADDR=0x21132 NAME=TRCSSCCR3 PAR=#0x2,#0x1,c1,c3,#0x2 : MRS <Xt>, TRCSSCCR3
ADDR=0x21142 NAME=TRCSSCCR4 PAR=#0x2,#0x1,c1,c4,#0x2 : MRS <Xt>, TRCSSCCR4
ADDR=0x21152 NAME=TRCSSCCR5 PAR=#0x2,#0x1,c1,c5,#0x2 : MRS <Xt>, TRCSSCCR5
ADDR=0x21162 NAME=TRCSSCCR6 PAR=#0x2,#0x1,c1,c6,#0x2 : MRS <Xt>, TRCSSCCR6
ADDR=0x21172 NAME=TRCSSCCR7 PAR=#0x2,#0x1,c1,c7,#0x2 : MRS <Xt>, TRCSSCCR7
ADDR=0x21102 NAME=TRCSSCCR0 PAR=#0x2,#0x1,c1,c0,#0x2 : MSR TRCSSCCR0, <Xt>
ADDR=0x21112 NAME=TRCSSCCR1 PAR=#0x2,#0x1,c1,c1,#0x2 : MSR TRCSSCCR1, <Xt>
ADDR=0x21122 NAME=TRCSSCCR2 PAR=#0x2,#0x1,c1,c2,#0x2 : MSR TRCSSCCR2, <Xt>
ADDR=0x21132 NAME=TRCSSCCR3 PAR=#0x2,#0x1,c1,c3,#0x2 : MSR TRCSSCCR3, <Xt>
ADDR=0x21142 NAME=TRCSSCCR4 PAR=#0x2,#0x1,c1,c4,#0x2 : MSR TRCSSCCR4, <Xt>
ADDR=0x21152 NAME=TRCSSCCR5 PAR=#0x2,#0x1,c1,c5,#0x2 : MSR TRCSSCCR5, <Xt>
ADDR=0x21162 NAME=TRCSSCCR6 PAR=#0x2,#0x1,c1,c6,#0x2 : MSR TRCSSCCR6, <Xt>
ADDR=0x21172 NAME=TRCSSCCR7 PAR=#0x2,#0x1,c1,c7,#0x2 : MSR TRCSSCCR7, <Xt>
ADDR=0x21103 NAME=TRCSSPCICR0 PAR=#0x2,#0x1,c1,c0,#0x3 : MRS <Xt>, TRCSSPCICR0
ADDR=0x21113 NAME=TRCSSPCICR1 PAR=#0x2,#0x1,c1,c1,#0x3 : MRS <Xt>, TRCSSPCICR1
ADDR=0x21123 NAME=TRCSSPCICR2 PAR=#0x2,#0x1,c1,c2,#0x3 : MRS <Xt>, TRCSSPCICR2
ADDR=0x21133 NAME=TRCSSPCICR3 PAR=#0x2,#0x1,c1,c3,#0x3 : MRS <Xt>, TRCSSPCICR3
ADDR=0x21143 NAME=TRCSSPCICR4 PAR=#0x2,#0x1,c1,c4,#0x3 : MRS <Xt>, TRCSSPCICR4
ADDR=0x21153 NAME=TRCSSPCICR5 PAR=#0x2,#0x1,c1,c5,#0x3 : MRS <Xt>, TRCSSPCICR5
ADDR=0x21163 NAME=TRCSSPCICR6 PAR=#0x2,#0x1,c1,c6,#0x3 : MRS <Xt>, TRCSSPCICR6
ADDR=0x21173 NAME=TRCSSPCICR7 PAR=#0x2,#0x1,c1,c7,#0x3 : MRS <Xt>, TRCSSPCICR7
ADDR=0x21103 NAME=TRCSSPCICR0 PAR=#0x2,#0x1,c1,c0,#0x3 : MSR TRCSSPCICR0, <Xt>
ADDR=0x21113 NAME=TRCSSPCICR1 PAR=#0x2,#0x1,c1,c1,#0x3 : MSR TRCSSPCICR1, <Xt>
ADDR=0x21123 NAME=TRCSSPCICR2 PAR=#0x2,#0x1,c1,c2,#0x3 : MSR TRCSSPCICR2, <Xt>
ADDR=0x21133 NAME=TRCSSPCICR3 PAR=#0x2,#0x1,c1,c3,#0x3 : MSR TRCSSPCICR3, <Xt>
ADDR=0x21143 NAME=TRCSSPCICR4 PAR=#0x2,#0x1,c1,c4,#0x3 : MSR TRCSSPCICR4, <Xt>
ADDR=0x21153 NAME=TRCSSPCICR5 PAR=#0x2,#0x1,c1,c5,#0x3 : MSR TRCSSPCICR5, <Xt>
ADDR=0x21163 NAME=TRCSSPCICR6 PAR=#0x2,#0x1,c1,c6,#0x3 : MSR TRCSSPCICR6, <Xt>
ADDR=0x21173 NAME=TRCSSPCICR7 PAR=#0x2,#0x1,c1,c7,#0x3 : MSR TRCSSPCICR7, <Xt>
ADDR=0x21182 NAME=TRCSSCSR0 PAR=#0x2,#0x1,c1,c8,#0x2 : MRS <Xt>, TRCSSCSR0
ADDR=0x21192 NAME=TRCSSCSR1 PAR=#0x2,#0x1,c1,c9,#0x2 : MRS <Xt>, TRCSSCSR1
ADDR=0x211a2 NAME=TRCSSCSR2 PAR=#0x2,#0x1,c1,ca,#0x2 : MRS <Xt>, TRCSSCSR2
ADDR=0x211b2 NAME=TRCSSCSR3 PAR=#0x2,#0x1,c1,cb,#0x2 : MRS <Xt>, TRCSSCSR3
ADDR=0x211c2 NAME=TRCSSCSR4 PAR=#0x2,#0x1,c1,cc,#0x2 : MRS <Xt>, TRCSSCSR4
ADDR=0x211d2 NAME=TRCSSCSR5 PAR=#0x2,#0x1,c1,cd,#0x2 : MRS <Xt>, TRCSSCSR5
ADDR=0x211e2 NAME=TRCSSCSR6 PAR=#0x2,#0x1,c1,ce,#0x2 : MRS <Xt>, TRCSSCSR6
ADDR=0x211f2 NAME=TRCSSCSR7 PAR=#0x2,#0x1,c1,cf,#0x2 : MRS <Xt>, TRCSSCSR7
ADDR=0x21182 NAME=TRCSSCSR0 PAR=#0x2,#0x1,c1,c8,#0x2 : MSR TRCSSCSR0, <Xt>
ADDR=0x21192 NAME=TRCSSCSR1 PAR=#0x2,#0x1,c1,c9,#0x2 : MSR TRCSSCSR1, <Xt>
ADDR=0x211a2 NAME=TRCSSCSR2 PAR=#0x2,#0x1,c1,ca,#0x2 : MSR TRCSSCSR2, <Xt>
ADDR=0x211b2 NAME=TRCSSCSR3 PAR=#0x2,#0x1,c1,cb,#0x2 : MSR TRCSSCSR3, <Xt>
ADDR=0x211c2 NAME=TRCSSCSR4 PAR=#0x2,#0x1,c1,cc,#0x2 : MSR TRCSSCSR4, <Xt>
ADDR=0x211d2 NAME=TRCSSCSR5 PAR=#0x2,#0x1,c1,cd,#0x2 : MSR TRCSSCSR5, <Xt>
ADDR=0x211e2 NAME=TRCSSCSR6 PAR=#0x2,#0x1,c1,ce,#0x2 : MSR TRCSSCSR6, <Xt>
ADDR=0x211f2 NAME=TRCSSCSR7 PAR=#0x2,#0x1,c1,cf,#0x2 : MSR TRCSSCSR7, <Xt>
ADDR=0x21120 NAME=TRCRSCTLR2 PAR=#0x2,#0x1,c1,c2,#0x0 : MRS <Xt>, TRCRSCTLR2
ADDR=0x21130 NAME=TRCRSCTLR3 PAR=#0x2,#0x1,c1,c3,#0x0 : MRS <Xt>, TRCRSCTLR3
ADDR=0x21140 NAME=TRCRSCTLR4 PAR=#0x2,#0x1,c1,c4,#0x0 : MRS <Xt>, TRCRSCTLR4
ADDR=0x21150 NAME=TRCRSCTLR5 PAR=#0x2,#0x1,c1,c5,#0x0 : MRS <Xt>, TRCRSCTLR5
ADDR=0x21160 NAME=TRCRSCTLR6 PAR=#0x2,#0x1,c1,c6,#0x0 : MRS <Xt>, TRCRSCTLR6
ADDR=0x21170 NAME=TRCRSCTLR7 PAR=#0x2,#0x1,c1,c7,#0x0 : MRS <Xt>, TRCRSCTLR7
ADDR=0x21180 NAME=TRCRSCTLR8 PAR=#0x2,#0x1,c1,c8,#0x0 : MRS <Xt>, TRCRSCTLR8
ADDR=0x21190 NAME=TRCRSCTLR9 PAR=#0x2,#0x1,c1,c9,#0x0 : MRS <Xt>, TRCRSCTLR9
ADDR=0x211a0 NAME=TRCRSCTLR10 PAR=#0x2,#0x1,c1,ca,#0x0 : MRS <Xt>, TRCRSCTLR10
ADDR=0x211b0 NAME=TRCRSCTLR11 PAR=#0x2,#0x1,c1,cb,#0x0 : MRS <Xt>, TRCRSCTLR11
ADDR=0x211c0 NAME=TRCRSCTLR12 PAR=#0x2,#0x1,c1,cc,#0x0 : MRS <Xt>, TRCRSCTLR12
ADDR=0x211d0 NAME=TRCRSCTLR13 PAR=#0x2,#0x1,c1,cd,#0x0 : MRS <Xt>, TRCRSCTLR13
ADDR=0x211e0 NAME=TRCRSCTLR14 PAR=#0x2,#0x1,c1,ce,#0x0 : MRS <Xt>, TRCRSCTLR14
ADDR=0x211f0 NAME=TRCRSCTLR15 PAR=#0x2,#0x1,c1,cf,#0x0 : MRS <Xt>, TRCRSCTLR15
ADDR=0x21101 NAME=TRCRSCTLR16 PAR=#0x2,#0x1,c1,c0,#0x1 : MRS <Xt>, TRCRSCTLR16
ADDR=0x21111 NAME=TRCRSCTLR17 PAR=#0x2,#0x1,c1,c1,#0x1 : MRS <Xt>, TRCRSCTLR17
ADDR=0x21121 NAME=TRCRSCTLR18 PAR=#0x2,#0x1,c1,c2,#0x1 : MRS <Xt>, TRCRSCTLR18
ADDR=0x21131 NAME=TRCRSCTLR19 PAR=#0x2,#0x1,c1,c3,#0x1 : MRS <Xt>, TRCRSCTLR19
ADDR=0x21141 NAME=TRCRSCTLR20 PAR=#0x2,#0x1,c1,c4,#0x1 : MRS <Xt>, TRCRSCTLR20
ADDR=0x21151 NAME=TRCRSCTLR21 PAR=#0x2,#0x1,c1,c5,#0x1 : MRS <Xt>, TRCRSCTLR21
ADDR=0x21161 NAME=TRCRSCTLR22 PAR=#0x2,#0x1,c1,c6,#0x1 : MRS <Xt>, TRCRSCTLR22
ADDR=0x21171 NAME=TRCRSCTLR23 PAR=#0x2,#0x1,c1,c7,#0x1 : MRS <Xt>, TRCRSCTLR23
ADDR=0x21181 NAME=TRCRSCTLR24 PAR=#0x2,#0x1,c1,c8,#0x1 : MRS <Xt>, TRCRSCTLR24
ADDR=0x21191 NAME=TRCRSCTLR25 PAR=#0x2,#0x1,c1,c9,#0x1 : MRS <Xt>, TRCRSCTLR25
ADDR=0x211a1 NAME=TRCRSCTLR26 PAR=#0x2,#0x1,c1,ca,#0x1 : MRS <Xt>, TRCRSCTLR26
ADDR=0x211b1 NAME=TRCRSCTLR27 PAR=#0x2,#0x1,c1,cb,#0x1 : MRS <Xt>, TRCRSCTLR27
ADDR=0x211c1 NAME=TRCRSCTLR28 PAR=#0x2,#0x1,c1,cc,#0x1 : MRS <Xt>, TRCRSCTLR28
ADDR=0x211d1 NAME=TRCRSCTLR29 PAR=#0x2,#0x1,c1,cd,#0x1 : MRS <Xt>, TRCRSCTLR29
ADDR=0x211e1 NAME=TRCRSCTLR30 PAR=#0x2,#0x1,c1,ce,#0x1 : MRS <Xt>, TRCRSCTLR30
ADDR=0x211f1 NAME=TRCRSCTLR31 PAR=#0x2,#0x1,c1,cf,#0x1 : MRS <Xt>, TRCRSCTLR31
ADDR=0x21120 NAME=TRCRSCTLR2 PAR=#0x2,#0x1,c1,c2,#0x0 : MSR TRCRSCTLR2, <Xt>
ADDR=0x21130 NAME=TRCRSCTLR3 PAR=#0x2,#0x1,c1,c3,#0x0 : MSR TRCRSCTLR3, <Xt>
ADDR=0x21140 NAME=TRCRSCTLR4 PAR=#0x2,#0x1,c1,c4,#0x0 : MSR TRCRSCTLR4, <Xt>
ADDR=0x21150 NAME=TRCRSCTLR5 PAR=#0x2,#0x1,c1,c5,#0x0 : MSR TRCRSCTLR5, <Xt>
ADDR=0x21160 NAME=TRCRSCTLR6 PAR=#0x2,#0x1,c1,c6,#0x0 : MSR TRCRSCTLR6, <Xt>
ADDR=0x21170 NAME=TRCRSCTLR7 PAR=#0x2,#0x1,c1,c7,#0x0 : MSR TRCRSCTLR7, <Xt>
ADDR=0x21180 NAME=TRCRSCTLR8 PAR=#0x2,#0x1,c1,c8,#0x0 : MSR TRCRSCTLR8, <Xt>
ADDR=0x21190 NAME=TRCRSCTLR9 PAR=#0x2,#0x1,c1,c9,#0x0 : MSR TRCRSCTLR9, <Xt>
ADDR=0x211a0 NAME=TRCRSCTLR10 PAR=#0x2,#0x1,c1,ca,#0x0 : MSR TRCRSCTLR10, <Xt>
ADDR=0x211b0 NAME=TRCRSCTLR11 PAR=#0x2,#0x1,c1,cb,#0x0 : MSR TRCRSCTLR11, <Xt>
ADDR=0x211c0 NAME=TRCRSCTLR12 PAR=#0x2,#0x1,c1,cc,#0x0 : MSR TRCRSCTLR12, <Xt>
ADDR=0x211d0 NAME=TRCRSCTLR13 PAR=#0x2,#0x1,c1,cd,#0x0 : MSR TRCRSCTLR13, <Xt>
ADDR=0x211e0 NAME=TRCRSCTLR14 PAR=#0x2,#0x1,c1,ce,#0x0 : MSR TRCRSCTLR14, <Xt>
ADDR=0x211f0 NAME=TRCRSCTLR15 PAR=#0x2,#0x1,c1,cf,#0x0 : MSR TRCRSCTLR15, <Xt>
ADDR=0x21101 NAME=TRCRSCTLR16 PAR=#0x2,#0x1,c1,c0,#0x1 : MSR TRCRSCTLR16, <Xt>
ADDR=0x21111 NAME=TRCRSCTLR17 PAR=#0x2,#0x1,c1,c1,#0x1 : MSR TRCRSCTLR17, <Xt>
ADDR=0x21121 NAME=TRCRSCTLR18 PAR=#0x2,#0x1,c1,c2,#0x1 : MSR TRCRSCTLR18, <Xt>
ADDR=0x21131 NAME=TRCRSCTLR19 PAR=#0x2,#0x1,c1,c3,#0x1 : MSR TRCRSCTLR19, <Xt>
ADDR=0x21141 NAME=TRCRSCTLR20 PAR=#0x2,#0x1,c1,c4,#0x1 : MSR TRCRSCTLR20, <Xt>
ADDR=0x21151 NAME=TRCRSCTLR21 PAR=#0x2,#0x1,c1,c5,#0x1 : MSR TRCRSCTLR21, <Xt>
